Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
2021,AL,Alabama,Chambers,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,77.4,,,72.4,81.7,"34,541",1017,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-85.3940321 32.9155039)
2021,AL,Alabama,Butler,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,29.2,,,25,33.6,"18,884",1013,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-86.6819689 31.751667)
2021,AL,Alabama,Marion,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,35.7,,,30.7,40.8,"29,246",1093,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-87.881551 34.1382194)
2021,AL,Alabama,Cleburne,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.1,,,28.4,44.6,"15,103",1029,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-85.5161261 33.6719637)
2021,AL,Alabama,Marion,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.2,,,30.8,47.5,"29,246",1093,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-87.881551 34.1382194)
2021,AL,Alabama,Jefferson,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,16,,,13.1,19.3,"667,820",1073,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-86.8965359 33.5534439)
2021,AL,Alabama,Clarke,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,83.5,,,80.3,86.3,"22,760",1025,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-87.8186244 31.6855211)
2021,AL,Alabama,Etowah,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,28.8,,,25,32.7,"103,162",1055,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-86.0342629 34.0476407)
2021,AL,Alabama,Greene,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,5.8,,,5.2,6.5,"7,629",1063,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-87.9642005 32.8444965)
2021,AL,Alabama,Wilcox,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,14.5,,,12.5,16.7,"10,446",1131,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-87.3049349 31.9900824)
2020,AL,Alabama,Washington,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,55,,,52,57.9,"15,147",1129,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-88.2124041 31.4085035)
2021,AL,Alabama,Washington,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,17.1,,,14.9,19.9,"15,147",1129,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-88.2124041 31.4085035)
2020,AL,Alabama,Coffee,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,83.5,,,81.4,85.6,"54,174",1031,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-85.9896022 31.402258)
2021,AL,Alabama,Tuscaloosa,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,16.4,,,14.2,18.7,"227,007",1125,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-87.5227834 33.2902197)
2021,AL,Alabama,Autauga,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,17.1,,,14.9,19.8,"59,095",1001,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-86.6464395 32.5322367)
2021,AL,Alabama,Dallas,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,6.5,,,5.6,7.4,"37,619",1047,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-87.11436 32.3335263)
2021,AL,Alabama,Conecuh,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,6.6,,,5.8,7.6,"11,328",1035,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-86.9887221 31.4309257)
2020,AL,Alabama,Greene,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,25.6,,,19.6,31.4,"7,629",1063,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-87.9642005 32.8444965)
2021,AL,Alabama,Elmore,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,31.1,,,27,35.5,"89,304",1051,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-86.1427347 32.597229)
2020,AL,Alabama,Blount,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,40.8,,,32.8,49.7,"59,041",1009,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-86.56644 33.9773575)
2021,AL,Alabama,Lawrence,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,34.1,,,29.6,38.7,"33,090",1079,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-87.3218651 34.529776)
2020,AL,Alabama,Geneva,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,17.5,,,12.5,23.4,"26,701",1061,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-85.8210224 31.0923822)
2021,AL,Alabama,Coosa,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,4.7,,,4.2,5.3,"10,450",1037,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-86.2434818 32.9314453)
2020,AL,Alabama,Russell,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,83.8,,,82,85.6,"58,722",1113,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-85.1869798 32.2898113)
2021,AL,Alabama,Geneva,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,18.9,,,16.4,21.5,"26,701",1061,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-85.8210224 31.0923822)
2021,AL,Alabama,Jackson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.7,,,29.6,46,"52,773",1071,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-85.9800556 34.764114)
2021,AL,Alabama,Greene,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,26.7,,,22,31.7,"7,629",1063,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-87.9642005 32.8444965)
2021,AL,Alabama,Crenshaw,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,37.8,,,32.7,42.9,"13,083",1041,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-86.3200384 31.7303106)
2020,AL,Alabama,Cullman,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,14,,,9.5,19.2,"89,496",1043,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-86.8692666 34.1319229)
2020,AL,Alabama,Fayette,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,39.7,,,38.2,41.1,"16,148",1057,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-87.7642923 33.7161568)
2021,AL,Alabama,Mobile,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,12.4,,,10,15.3,"413,073",1097,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-88.1965682 30.6845725)
2020,AL,Alabama,Choctaw,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,18.1,,,13.9,22.7,"12,533",1023,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-88.2488894 31.9909539)
2020,AL,Alabama,Fayette,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,70.1,,,67.2,73.3,"16,148",1057,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-87.7642923 33.7161568)
2020,AL,Alabama,Coffee,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,45.2,,,37.6,52.6,"54,174",1031,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-85.9896022 31.402258)
2020,AL,Alabama,Cherokee,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,41.6,,,33,50.3,"24,996",1019,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-85.6542417 34.0695153)
2021,AL,Alabama,Monroe,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,20.2,,,17.7,22.9,"19,648",1099,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-87.3832656 31.5803324)
2021,AL,Alabama,Montgomery,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,5.1,,,4.4,6,"227,434",1101,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-86.2044615 32.2028812)
2021,AL,Alabama,Chilton,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,10.4,,,9.1,11.8,"45,274",1021,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-86.7266071 32.8540514)
2021,AL,Alabama,Lamar,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,17.4,,,14.6,20,"13,689",1075,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-88.0874309 33.7870852)
2021,AL,Alabama,Escambia,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,39,,,33.6,44.7,"36,699",1053,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-87.1684097 31.1222867)
2021,AL,Alabama,Jefferson,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,6.1,,,5.1,7.2,"667,820",1073,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-86.8965359 33.5534439)
2021,AL,Alabama,Marengo,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,77.2,,,72.4,81.6,"18,996",1091,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-87.791091 32.2475911)
2021,AL,Alabama,Calhoun,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,7.6,,,6.6,8.7,"115,972",1015,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-85.8279089 33.7705162)
2021,AL,Alabama,Clay,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,83,,,80.1,85.6,"14,190",1027,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-85.8635254 33.2703999)
2020,AL,Alabama,Henry,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,59.4,,,55.7,62.9,"17,459",1067,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-85.2399712 31.5169779)
2020,AL,Alabama,Chambers,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,38.8,,,31.6,45.9,"34,541",1017,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-85.3940321 32.9155039)
2021,AL,Alabama,Coffee,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.5,,,32.6,46.7,"54,174",1031,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-85.9896022 31.402258)
2021,AL,Alabama,Hale,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,15.7,,,13.5,17.9,"14,754",1065,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-87.6230608 32.7527958)
2020,AL,Alabama,Clay,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,35.5,,,28.7,42.2,"14,190",1027,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-85.8635254 33.2703999)
2021,AL,Alabama,Barbour,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,19.3,,,16.8,22,"24,964",1005,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-85.4051035 31.8702531)
2021,AL,Alabama,Coosa,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,12,,,10.4,13.8,"10,450",1037,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-86.2434818 32.9314453)
2021,AL,Alabama,Covington,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,10.5,,,8.9,12.1,"37,524",1039,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-86.4487206 31.2439873)
2020,AL,Alabama,Houston,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,35.9,,,29.8,41.8,"107,458",1069,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-85.2964111 31.1581831)
2020,AL,Alabama,Chilton,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,69.4,,,64.7,74.1,"45,274",1021,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-86.7266071 32.8540514)
2021,AL,Alabama,Limestone,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,30.8,,,26.7,35.2,"107,517",1083,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-86.9813995 34.8102387)
2020,AL,Alabama,Etowah,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,82.6,,,80.4,84.8,"103,162",1055,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-86.0342629 34.0476407)
2021,AL,Alabama,Cherokee,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,38.4,,,33,44,"24,996",1019,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-85.6542417 34.0695153)
2021,AL,Alabama,Sumter,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,15.8,,,13.6,18.1,"12,164",1119,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-88.2000571 32.5974811)
2021,AL,Alabama,Shelby,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,34.2,,,30.5,38,"226,902",1117,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-86.6780894 33.2630428)
2020,AL,Alabama,Cullman,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,83,,,80.3,85.6,"89,496",1043,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-86.8692666 34.1319229)
2021,AL,Alabama,Morgan,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,3.1,,,2.8,3.5,"123,668",1103,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-86.8464021 34.4544844)
2020,AL,Alabama,Etowah,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,39.8,,,38.3,41.3,"103,162",1055,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-86.0342629 34.0476407)
2021,AL,Alabama,Bullock,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.5,,,5,6.1,"10,320",1011,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-85.7172613 32.1017589)
2021,AL,Alabama,Mobile,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.6,,,36,45.5,"413,073",1097,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-88.1965682 30.6845725)
2021,AL,Alabama,Chilton,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,3.3,,,2.9,3.7,"45,274",1021,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-86.7266071 32.8540514)
2021,AL,Alabama,Montgomery,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,17.1,,,13.8,20.9,"227,434",1101,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-86.2044615 32.2028812)
2020,AL,Alabama,Pike,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,84,,,82,85.8,"32,991",1109,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-85.9416076 31.7986533)
2021,AL,Alabama,Limestone,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.8,,,2.5,3.1,"107,517",1083,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-86.9813995 34.8102387)
2020,AL,Alabama,Escambia,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,41.6,,,40.4,42.8,"36,699",1053,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-87.1684097 31.1222867)
2021,AL,Alabama,Greene,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,17.7,,,13.8,22.3,"7,629",1063,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-87.9642005 32.8444965)
2020,AL,Alabama,St. Clair,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,12.2,,,8.3,16.8,"92,748",1115,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-86.3113273 33.7194907)
2021,AL,Alabama,Clarke,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,38.3,,,32.7,44.2,"22,760",1025,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-87.8186244 31.6855211)
2021,AL,Alabama,Mobile,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,9.9,,,8.5,11.4,"413,073",1097,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-88.1965682 30.6845725)
2020,AL,Alabama,Cleburne,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,35.9,,,34.1,37.6,"15,103",1029,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-85.5161261 33.6719637)
2021,AL,Alabama,Barbour,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,17.2,,,13.8,21.2,"24,964",1005,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-85.4051035 31.8702531)
2021,AL,Alabama,Calhoun,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,7.7,,,6.7,8.9,"115,972",1015,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-85.8279089 33.7705162)
2021,AL,Alabama,Washington,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,6.9,,,6.1,7.8,"15,147",1129,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-88.2124041 31.4085035)
2021,AL,Alabama,Lauderdale,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,6.4,,,5.6,7.4,"94,043",1077,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-87.6509966 34.9041221)
2020,AL,Alabama,Blount,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,72.2,,,69.1,75,"59,041",1009,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-86.56644 33.9773575)
2020,AL,Alabama,Clarke,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,73,,,70.6,75.4,"22,760",1025,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-87.8186244 31.6855211)
2021,AL,Alabama,Bibb,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7,,,6.3,7.8,"22,477",1007,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-87.1271475 33.0158929)
2021,AL,Alabama,Franklin,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,4.1,,,3.6,4.7,"32,013",1059,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-87.8428144 34.4419892)
2020,AL,Alabama,Perry,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,29.3,,,24.1,34.5,"8,355",1105,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-87.2938269 32.6390053)
2021,AL,Alabama,Autauga,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.9,,,31.8,46.3,"59,095",1001,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-86.6464395 32.5322367)
2021,AL,Alabama,Lowndes,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,22.3,,,19.2,25.1,"9,965",1085,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-86.6505859 32.147888)
2021,AL,Alabama,Cleburne,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,28.7,,,24.5,33.2,"15,103",1029,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-85.5161261 33.6719637)
2021,AL,Alabama,Jefferson,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,15.1,,,13.2,17.4,"667,820",1073,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-86.8965359 33.5534439)
2021,AL,Alabama,Lawrence,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,18.4,,,16,21.1,"33,090",1079,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-87.3218651 34.529776)
2021,AL,Alabama,Butler,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,6.2,,,5.5,7,"18,884",1013,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-86.6819689 31.751667)
2021,AL,Alabama,Dale,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,5.8,,,5,6.7,"49,342",1045,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-85.609476 31.4306536)
2021,AL,Alabama,Houston,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,30.8,,,26.8,34.9,"107,458",1069,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-85.2964111 31.1581831)
2020,AL,Alabama,Franklin,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,70.5,,,67.3,73.5,"32,013",1059,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-87.8428144 34.4419892)
2021,AL,Alabama,Clarke,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,17.6,,,15.1,20.4,"22,760",1025,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-87.8186244 31.6855211)
2020,AL,Alabama,Jefferson,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,86.5,,,84.9,88.1,"667,820",1073,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-86.8965359 33.5534439)
2020,AL,Alabama,Coosa,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,41.5,,,34.2,49,"10,450",1037,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-86.2434818 32.9314453)
2020,AL,Alabama,Wilcox,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,47.4,,,43.8,50.8,"10,446",1131,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-87.3049349 31.9900824)
2021,AL,Alabama,Houston,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,19.7,,,16.7,22.8,"107,458",1069,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-85.2964111 31.1581831)
2020,AL,Alabama,Escambia,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,70.7,,,68.3,73.2,"36,699",1053,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-87.1684097 31.1222867)
2021,AL,Alabama,Madison,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,13.8,,,10.8,17.2,"395,211",1089,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-86.5510802 34.7642377)
2020,AL,Alabama,Macon,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,76.8,,,73.1,80.1,"18,895",1087,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-85.692887 32.3870267)
2021,AL,Alabama,Bibb,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,29.5,,,25.4,33.7,"22,477",1007,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-87.1271475 33.0158929)
2020,AL,Alabama,Coosa,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,16.2,,,12,20.4,"10,450",1037,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-86.2434818 32.9314453)
2021,AL,Alabama,Monroe,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,48.7,,,44,53.2,"19,648",1099,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-87.3832656 31.5803324)
